RXNORM_id	name	moa	parents	pe
327361	adalimumab	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]|Tumor Necrosis Factor Blocker	Immunologic Activity Alteration
314293	acetylsalicylate sodium	Cyclooxygenase Inhibitors	A [Preparations]	Decreased Platelet Activating Factor Production|Decreased Prostaglandin Production|Decreased Thromboxane Production|Decreased Platelet Aggregation
1294612	indomethacin sodium	Cyclooxygenase Inhibitors	I [Preparations]	Decreased Prostaglandin Production
258329	indomethacin sodium trihydrate	Cyclooxygenase Inhibitors	I [Preparations]	Decreased Prostaglandin Production
3827	enalapril	Angiotensin-converting Enzyme Inhibitors	Angiotensin Converting Enzyme Inhibitor|E [Preparations]	Decreased Blood Pressure|Decreased Bradykinin Degradation|Decreased Intravascular Volume|Decreased Mineralocorticoid Secretion|Decreased Renal K+ Excretion|Increased Renal Na+ Excretion|Renal Arterial Vasodilation
3829	enalaprilat	Angiotensin-converting Enzyme Inhibitors	E [Preparations]	Decreased Blood Pressure|Decreased Bradykinin Degradation|Decreased Intravascular Volume|Decreased Mineralocorticoid Secretion|Decreased Renal K+ Excretion|Increased Renal Na+ Excretion|Renal Arterial Vasodilation
1545989	enalaprilat anhydrous	Angiotensin-converting Enzyme Inhibitors	Angiotensin Converting Enzyme Inhibitor|E [Preparations]	Decreased Blood Pressure|Decreased Bradykinin Degradation|Decreased Intravascular Volume|Decreased Mineralocorticoid Secretion|Decreased Renal K+ Excretion|Increased Renal Na+ Excretion|Renal Arterial Vasodilation
267171	fenoprofen calcium	Cyclooxygenase Inhibitors	F [Preparations]	Decreased Prostaglandin Production
267476	azathioprine sodium	Nucleic Acid Synthesis Inhibitors	A [Preparations]	Cellular Growth Phase Reduction|Decreased DNA Replication|Decreased Mitosis|Immunologic Activity Alteration
278567	valdecoxib	Cyclooxygenase 2 Inhibitors	V [Preparations]	Decreased Prostaglandin Production
203119	chloroquine sulfate	Nucleic Acid Synthesis Inhibitors	C [Preparations]	Decreased Metabolic Rate|Decreased Prostaglandin Activity|Nucleic Acid Replication Alteration
203123	enalapril maleate	Angiotensin-converting Enzyme Inhibitors	E [Preparations]	Decreased Blood Pressure|Decreased Bradykinin Degradation|Decreased Intravascular Volume|Decreased Mineralocorticoid Secretion|Decreased Renal K+ Excretion|Increased Renal Na+ Excretion|Renal Arterial Vasodilation
203214	diclofenac sodium	Cyclooxygenase Inhibitors	D [Preparations]	Decreased Prostaglandin Production
3008	cyclosporine	P-Glycoprotein Inhibitors|Cytochrome P450 3A4 Inhibitors|Calcineurin Inhibitors|Unknown Cellular or Molecular Interaction	Calcineurin Inhibitor Immunosuppressant|C [Preparations]	Decreased Cytokine Activity|Decreased Cytokine Production|Decreased T Lymphocyte Production
191831	infliximab	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	I [Preparations]|Tumor Necrosis Factor Blocker	Decreased Vascular Permeability|Increased Adhesion Factor Production
214555	etanercept	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity|Tumor Necrosis Factor beta Receptor Blocking Activity	E [Preparations]|Tumor Necrosis Factor Blocker	Immunologic Activity Alteration
3355	diclofenac	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|D [Preparations]	Decreased Prostaglandin Production
3393	diflunisal	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|D [Preparations]	Decreased Prostaglandin Production
153972	hydroxychloroquine sulfate	Enzyme Inhibitors|Physiochemical Activity	H [Preparations]	Decreased Endocytosis|Decreased Immunologically Active Molecule Activity
236077	cyclosporine, modified	Unknown Cellular or Molecular Interaction	C [Preparations]	Decreased Cytokine Activity|Decreased Cytokine Production|Decreased T Lymphocyte Production
140587	celecoxib	Cyclooxygenase Inhibitors|Cyclooxygenase 2 Inhibitors	Nonsteroidal Anti-inflammatory Drug|C [Preparations]	Decreased Prostaglandin Production
142442	naproxen sodium	Cyclooxygenase Inhibitors	N [Preparations]	Decreased Platelet Activating Factor Production|Decreased Prostaglandin Production|Decreased Thromboxane Production
2393	chloroquine	Nucleic Acid Synthesis Inhibitors	Antimalarial|C [Preparations]	Decreased Metabolic Rate|Decreased Prostaglandin Activity|Nucleic Acid Replication Alteration
121191	rituximab	CD20-directed Antibody Interactions|Antibody-Receptor Interactions	CD20-directed Cytolytic Antibody|R [Preparations]	Increased Cellular Death
91351	flurbiprofen sodium	Cyclooxygenase Inhibitors	F [Preparations]	Decreased Prostaglandin Production
81997	diclofenac potassium	Cyclooxygenase Inhibitors	D [Preparations]	Decreased Prostaglandin Production
72435	anakinra	Enzyme Inhibitors|Interleukin 1 Receptor Antagonists	Interleukin-1 Receptor Antagonist|A [Preparations]	Bone Resorption Inhibition|Decreased Immunologically Active Molecule Activity
68115	piroxicam-beta-cyclodextrin	Cyclooxygenase Inhibitors	P [Preparations]	Decreased Prostaglandin Production
42935	tolmetin sodium	Cyclooxygenase Inhibitors	T [Preparations]	Decreased Prostaglandin Production
20863	chloroquine phosphate	Nucleic Acid Synthesis Inhibitors	C [Preparations]	Decreased Metabolic Rate|Decreased Prostaglandin Activity|Nucleic Acid Replication Alteration
20974	choline salicylate	Prostaglandin Receptor Antagonists	C [Preparations]	Decreased Prostaglandin Production|Hypothalamic Endocrine Activity Alteration
41493	meloxicam	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|M [Preparations]	Decreased Prostaglandin Production
24605	etodolac	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|E [Preparations]	Decreased Prostaglandin Production
10636	tolmetin	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|T [Preparations]	Decreased Prostaglandin Production
27169	leflunomide	Nucleic Acid Synthesis Inhibitors	Antirheumatic Agent|L [Preparations]	Immunologic Activity Alteration
1191	aspirin	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|Platelet Aggregation Inhibitor|A [Preparations]	Decreased Platelet Activating Factor Production|Decreased Prostaglandin Production|Decreased Thromboxane Production|Decreased Platelet Aggregation
28199	ketoprofen lysine	Cyclooxygenase Inhibitors	K [Preparations]	Decreased Prostaglandin Production
1227	auranofin	Unknown Cellular or Molecular Interaction	A [Preparations]	Increased IgG Production|Cell-mediated Immunity|Increased Histamine Release|Decreased Complement Activity|Decreased Lysosomal Function|Decreased Phagocytosis|Decreased Prostaglandin Production
1256	azathioprine	Nucleic Acid Synthesis Inhibitors	Purine Antimetabolite|A [Preparations]	Cellular Growth Phase Reduction|Decreased DNA Replication|Decreased Mitosis|Immunologic Activity Alteration
31448	nabumetone	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|N [Preparations]	Decreased Prostaglandin Production|Decreased Platelet Activating Factor Production|Decreased Renal K+ Excretion|Decreased Renal Na+ Excretion|Decreased Thromboxane Production
32613	oxaprozin	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|O [Preparations]	Decreased Prostaglandin Production
33787	piroxicam cinnamate	Cyclooxygenase Inhibitors	P [Preparations]	Decreased Prostaglandin Production
16689	aceclofenac	Cyclooxygenase Inhibitors|Tumor Necrosis Factor Receptor Blocking Activity	A [Preparations]	Glycosaminoglycan Metabolism Increase|Decreased Prostaglandin Production
9524	sulfasalazine	Cyclooxygenase Inhibitors|Lipoxygenase Inhibitors	Aminosalicylate|S [Preparations]	Decreased Prostaglandin Production|Decreased Thromboxane Production|Decreased Platelet Aggregation
7258	naproxen	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|N [Preparations]	Decreased Prostaglandin Production|Decreased Platelet Activating Factor Production|Decreased Thromboxane Production
10237	sulindac	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|S [Preparations]	Decreased Prostaglandin Production
7975	penicillamine	Chelating Activity	Antirheumatic Agent|P [Preparations]	Decreased Immunologically Active Molecule Activity
2640849	adalimumab-aacf	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]	Immunologic Activity Alteration
8356	piroxicam	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|P [Preparations]	Decreased Prostaglandin Production
2273510	rituximab-pvvr	CD20-directed Antibody Interactions|Antibody-Receptor Interactions	R [Preparations]	Increased Cellular Death
2612153	adalimumab-bwwd	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]|Tumor Necrosis Factor Blocker	Immunologic Activity Alteration
2639649	adalimumab-aaty	Biological Response Modifiers|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]	Immunologic Activity Alteration
2472325	rituximab-arrx	CD20-directed Antibody Interactions|Antibody-Receptor Interactions	R [Preparations]	Increased Cellular Death
2619155	adalimumab-afzb	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]|Tumor Necrosis Factor Blocker	Immunologic Activity Alteration
2266523	infliximab-axxq	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	I [Preparations]	Decreased Vascular Permeability|Increased Adhesion Factor Production
2640387	adalimumab-aqvh	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]	Immunologic Activity Alteration
2196092	upadacitinib	Janus Kinase Inhibitors	U [Preparations]|Janus Kinase Inhibitor	Increased Extracellular Communication
2640402	adalimumab-fkjp	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]	Immunologic Activity Alteration
6851	methotrexate	Thymidylate Synthetase Inhibitors|Folic Acid Metabolism Inhibitors|Dihydrofolate Reductase Inhibitors	Folate Analog Metabolic Inhibitor|M [Preparations]	Decreased Epithelial Proliferation|Decreased DNA Integrity|Decreased Immunologic Activity
2641642	adalimumab-adaz	Biological Response Modifiers|Tumor Necrosis Factor Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]	Immunologic Activity Alteration
2105824	rituximab-abbs	CD20-directed Antibody Interactions	R [Preparations]	Increased Cellular Death
2103480	etanercept-szzs	Biological Response Modifiers|Tumor Necrosis Factor beta Receptor Blocking Activity|Tumor Necrosis Factor alpha Receptor Blocking Activity	E [Preparations]	Immunologic Activity Alteration
2103477	adalimumab-adbm	Biological Response Modifiers|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]	Immunologic Activity Alteration
2047232	baricitinib	Janus Kinase Inhibitors	B [Preparations]|Janus Kinase Inhibitor	Increased Extracellular Communication
2103479	adalimumab-atto	Biological Response Modifiers|Tumor Necrosis Factor alpha Receptor Blocking Activity	A [Preparations]	Immunologic Activity Alteration
2103476	infliximab-qbtx	Biological Response Modifiers|Tumor Necrosis Factor alpha Receptor Blocking Activity	I [Preparations]	Decreased Vascular Permeability|Increased Adhesion Factor Production
1790539	infliximab-dyyb	Biological Response Modifiers|Tumor Necrosis Factor alpha Receptor Blocking Activity	I [Preparations]	Decreased Vascular Permeability|Decreased Cytokine Activity|Increased Adhesion Factor Production
1927283	infliximab-abda	Biological Response Modifiers|Tumor Necrosis Factor alpha Receptor Blocking Activity	I [Preparations]	Decreased Vascular Permeability|Increased Adhesion Factor Production
6142	ketoprofen	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|K [Preparations]	Decreased Prostaglandin Production
1923319	sarilumab	Interleukin 6 Receptor Antagonists	Interleukin-6 Receptor Antagonist|S [Preparations]	Decreased Cytokine Activity
1538097	vedolizumab	Integrin Receptor Antagonists	Integrin Receptor Antagonist|V [Preparations]	Decreased Adhesion Factor Activity
847083	ustekinumab	Interleukin-12 Antagonists|Interleukin-23 Antagonists	U [Preparations]|Interleukin-23 Antagonist|Interleukin-12 Antagonist	
354770	natalizumab	Integrin Receptor Antagonists	Integrin Receptor Antagonist|N [Preparations]	Decreased Adhesion Factor Activity
221134	opium tincture	Opioid Agonists	O [Preparations]	Decreased GI Motility|Digestive Alteration|Increased GI Smooth Muscle Tone
2418	cholecalciferol	Enzyme Interactions	Vitamin D|C [Preparations]	Decreased Renal Ca++ Excretion|Stimulation Small Intestine Fluid/Electrolyte Absorption
7833	aminosalicylic acid	Cyclooxygenase Inhibitors|Para-Aminobenzoic Acid Inhibitors	A [Preparations]	Cellular Structure Alteration|Decreased Prostaglandin Production|Decreased Thromboxane Production|Decreased Platelet Aggregation
7676	opium	Opioid Agonists	O [Preparations]	Decreased GI Motility|Digestive Alteration|Increased GI Smooth Muscle Tone
1746906	obiltoxaximab	Anthrax Protective Antigen-directed Antibody Interactions	O [Preparations]|Anthrax Protective Antigen-directed Antibody	
237027	loteprednol	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|L [Preparations]	Decreased Leukotriene Activity|Decreased Prostaglandin Activity|Decreased Thromboxane Activity
221083	sulfur, colloidal		S [Preparations]	
103866	metronidazole benzoate	Unknown Cellular or Molecular Interaction	M [Preparations]	DNA Integrity Alteration|Decreased Protein Synthesis|Increased Cellular Death
1418	benzoyl peroxide	Free Radical Scavenging Activity	B [Preparations]	Decreased Sebaceous Gland Activity
82047	metronidazole hydrochloride	Unknown Cellular or Molecular Interaction	M [Preparations]	DNA Integrity Alteration|Decreased Protein Synthesis|Increased Cellular Death
89767	colloid sulfur		C [Preparations]	
52177	loteprednol etabonate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	L [Preparations]	Decreased Leukotriene Activity|Decreased Prostaglandin Activity|Decreased Thromboxane Activity
18602	azelaic acid	Unknown Cellular or Molecular Interaction	A [Preparations]	Decreased Sebaceous Gland Activity|Decreased Protein Synthesis
35382	resorcinol	Cellular or Molecular Interactions	R [Preparations]	Decreased Sebaceous Gland Activity
10223	sulfur		S [Preparations]	
6922	metronidazole	Unknown Cellular or Molecular Interaction	Nitroimidazole Antimicrobial|M [Preparations]	DNA Integrity Alteration|Decreased Protein Synthesis|Increased Cellular Death
1598641	finafloxacin	DNA Gyrase Inhibitors|Topoisomerase Inhibitors	F [Preparations]	Decreased DNA Replication
4458	flumethasone	Glucocorticoid Receptor Agonists	F [Preparations]	Increased Glucocorticoid Secretion|Decreased Immunologic Activity
1049105	benzocaine hydrochloride	Sodium Channel Interactions	B [Preparations]	Decreased Sensory-Somatic Nervous System Organized Electrical Activity
235851	ciprofloxacin lactate	DNA Gyrase Inhibitors|Topoisomerase 4 Inhibitors	C [Preparations]	Decreased DNA Replication|Decreased DNA Integrity|Decreased Transcription to RNA|Increased Protein Breakdown
2348	chloramphenicol	Protein Synthesis Inhibitors	Amphenicol-class Antibacterial|C [Preparations]	Decreased Protein Synthesis
2551	ciprofloxacin	Cytochrome P450 1A2 Inhibitors|DNA Gyrase Inhibitors|Topoisomerase 4 Inhibitors	C [Preparations]|Fluoroquinolone Antibacterial	Decreased DNA Replication|Decreased DNA Integrity|Decreased Transcription to RNA|Increased Protein Breakdown
1399	benzocaine	Sodium Channel Interactions	Standardized Chemical Allergen|B [Preparations]	Increased IgG Production|Cell-mediated Immunity|Increased Histamine Release|Decreased Sensory-Somatic Nervous System Organized Electrical Activity
81981	ciprofloxacin hydrochloride	DNA Gyrase Inhibitors|Topoisomerase 4 Inhibitors	C [Preparations]	Decreased DNA Integrity|Decreased DNA Replication|Decreased Transcription to RNA|Increased Protein Breakdown
